"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.46284156198351	5.67518162526461	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.10477700782788	3.33569961797863	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.54162577218102	2.52749747899739	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.50596973855221	4.04309526753041	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	2.12756194835733	3.80892146287358	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.72576833800757	1.03299941284038	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.8195873614479	3.81839056972492	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	4.79362455690785	0.485899123826105
"02ed78575eba82d038ec26a744d9b6c5"	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	2.62131351767705	4.06930393500623	5.05857648211438	6.00932507406128	5.31563052022359	5.87546603698833	4.72274840067009	4.34933717139804
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.12939368897518	3.20772650151071	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	1.23711778987763	1.19927086752599
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	3.82771912349999	2.16831171087768	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	1.16881101060287	1.9896858570658
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	0	1.11867101527973
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.86599753142405	1.29143212464847
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	2.56719867200964	0.0417722628722337
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	6.86233163496931	6.26003151956252
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	3.53558598594243	4.25625263268348	3.28708863752169	4.4548569221861	4.83683987824067	5.10172576525769
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	3.2764066493547	5.01998202367691	4.39562903858249	4.96734503369024	4.66698947273165	2.24560047581529
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	1.39017276502318	2.72535734386265	1.69051344028933	3.13066354637251	1.41240338141871	0.689894540081846
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	3.97295013207362	1.37202630479133
"04ca9aedc6db942a0474cdc0a762451a"	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.601530670749934	1.94408705966585	1.45833777496759	3.77179343573237	1.960087882615	4.12414060169284	3.77310133992148	1.17321963611323
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	4.16779867422729	5.20639087560625	5.2794888523496	5.12448449272222	4.47692086434658	2.70843112854014
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	2.1766618857124	2.51516088501481
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	2.38662821501551	0.157293678613881	2.60121400071692	0.283521505198277	0	1.48704765019561
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	2.94898484158577	1.01121429149598
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	1.48604586752504	3.3963260976151	1.79071957007138	3.64548443146251	2.40603397339616	0.89819725545676
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	0.922532446973951	3.40180904958594	0.989990523832956	3.48408391921812	2.63366793014148	0.309369651817718
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	3.30446821223475	4.41542022277457	4.33341777344308	4.52720069854086	2.28108991814703	1.77589343337836
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	1.50360484069479	0	2.32930374933196	0	0	0.739488157441084
"06122d6c188a53fa3820d7ba9c64b053"	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	2.25947789116596	2.42852611260144	5.13173314375522	4.78344494051206	6.01742810536318	4.58918681982015	4.19216185416843	3.83302743764555
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	5.42825026171487	5.55947423702406	5.43124253483071	5.28454727754859	4.60025042377998	3.80557142811229
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	2.29318027243503	0.0787701784732573	2.27397695598038	0.119571832044598	0	1.15156152671144
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.7055843634218	3.86810465965618	3.34588880875216	4.07656111999898	4.6470085949841	2.61617961909333
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	2.80831940011799	3.6741363978305	2.68274642544466	3.62443359957152	3.3348956055082	1.66951701600416
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	2.24107440999131	3.79571702838341	1.8634407016102	4.09945562844196	3.00827952651381	0.785906837817867
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	2.43478107656637	3.05830845188444	3.46599493627652	3.19679399394822	2.16923844203431	1.15467652669377
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	2.30406859206496	4.88956268371698	2.61097034300722	4.56948916233568	2.96816897197598	0.817791512484192
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	1.45170047454041	1.83207109353158	0.779406066165602	2.10176488635566	2.29694431366964	0.261285991031888
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	2.28108991814703	4.16006182586967	2.15753874269738	4.24612356040596	2.97979423510539	1.10495811127768
"0760f91983ac07c0e8e9f3efab81a287"	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	1.41100282724313	3.00629726694858	0.937429713672618	2.36122667957907	2.00178382792758	2.62263197457567	1.35810372617834	0.498924579459017
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.79424101995822	4.60541543518765	6.32469176362766	5.66047595876724	5.52816229340299	5.12744086848929	5.09773697311965	6.30178537381659
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	2.56758083713649	0	2.18185557551237	0.0525134523155049	0.0316285147349478	1.16094063256243
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	4.47169132702617	1.71747167433245	5.07941345403083	1.84748840181046	1.72613740735354	1.53063166711085
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	3.53792719554645	4.74026944886144	2.7401404889851	4.76289090847992	3.07153027751339	4.31856739756638	3.40000009853801	1.67993980477616
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	3.88606835880774	4.06295985786873	4.26807445503468	4.28015182853249	2.63164658057834	2.14263357076622
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	3.82702685258198	4.28345153542187	4.07523022776519	3.76781101985053	3.97125857817276	3.71573458982155
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.59161400617758	3.830321289027	1.68522622916065	3.83056235461488	2.06638353073718	3.65900100579103	3.40473421967023	1.02661275885349
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	2.89306706673012	5.14615747877861	4.0992198254567	5.32923302939115	3.42159385220637	2.64081321571602
"09092441bfed8bc0bf33e10aed6db4b6"	1.62097609090064	2.79771965338868	1.15751621525096	1.85866004227329	0.917675772262734	2.16067411810178	1.11699405789752	2.78425653533895	1.87113917152917	2.89738940034718	1.74178858909232	0.188479312479854
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	4.91178269666619	5.2812260536149	4.55059774211437	5.40449576814595	5.29871838113094	4.99420256670379
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	3.04616732225405	0.384736412142731	3.47053154157025	0.227885888635805	0.0280411463298189	1.94393663152145
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	3.04886760285305	2.34441748888687	3.16400079741034	1.09072829147633	0.422717427307924	1.42470176285586
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	1.23529534201325	3.82062151517585	1.91675849413262	3.99651383835281	3.2858192712377	0.842435855438406
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	1.58259442837722	2.22122122964523	2.29264525608582	3.18540052716097	1.7806973422252	1.2695976102425
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	3.13100512687706	1.95500004702654	4.07614007434044	2.14732111292372	1.60142811810885	3.04465998704671
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.0196885682882	3.11262258489633	2.15441106996965	3.99523456045236	2.06808061959269	4.00716096323993	4.3664693445094	2.60118453278123
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	2.28628618140018	1.62567702996898	2.3360084188396	0.696832006890402	0.418222735686655	1.49273469883692
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	1.22047351570451	1.24533717973108	2.47942590792366	1.80671408939547	0.601416686030339	1.22047351570451
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	9.32674156515008	2.07534692014707	6.81986862341158	1.43152008497497	0.553533327219064	8.59299177530882
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	0.73267746117689	3.24753484378534	1.64487957086963	3.4052064014592	1.97598241168652	1.09549409882999
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	3.21658976832563	3.74448086797833	3.09937331633003	3.79765429495645	2.88802973885023	2.2770177970996
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	3.06092943711401	4.96536332979738	3.68324392933208	5.05204959316953	4.65664385110786	2.1035015151719
"0a482fc1bd46974488a8258ac09ef7ae"	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	0	2.03157054244885	1.54083824934488	2.50761901028986	1.24123592957678	0.792365622240539
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	2.5135884494522	0	5.0164070056775	0.35527296162064	6.94350762082192	1.05671610630351	0.107734495536399	0
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	1.6758627028026	3.96061988499749	2.446783417659	4.09667807408977	3.8720979709375	1.6118414614875
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	1.93412327032252	3.86823957701279	2.5417105445466	4.24373618505462	3.56373856284658	1.1558602367292
"0a88346680428af1533158ede0201b34"	2.61688256244724	0	2.88762186930476	0.113100980812874	2.1498825308048	0	2.14762668704385	0	3.85283411745245	0	0	0.0948855442048434
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	4.29936857617981	5.07312948502112	4.27059279589461	5.32907457601353	4.93349783454251	4.27441201867709
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	3.63521965498411	5.41746711722876	4.15830211789026	5.33839974102792	4.27547197643891	3.77392886782757
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	4.41255365735909	5.42991412960802	2.91873286368179	4.27798469375861	4.07752559637791	4.71780594377626	2.93472920200949	1.84787889906656
"0ae7bfa0558543127382041ced659532"	3.56952889365724	5.48134983724947	3.77420116483784	4.73619287820354	3.26371342603723	5.43311671123149	2.56501366308619	3.86124679838052	3.76192924516289	4.13830149368856	3.21438254518966	2.12750286888355
"0b01334dee682a54a687843f4a0557ca"	0.928248946568821	3.93287233963743	0.41798309680047	3.26777607821569	0.698721614492547	3.39468706882314	1.36478850915973	3.36670917517957	1.01121429149598	3.98041418927072	2.52142298826047	0.250276111638924
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	1.877153984245	4.9243686215636	3.35435867311498	5.06111273770033	3.57221565800234	4.94143379725522	3.74149784257282	2.79066079489323
"0b0d9e2666375b366f136e393aeb0d1d"	1.14064954445917	0	0.426704611100583	0	0.822981748340178	0	0.345255691748679	0.384736412142731	0.459308514860155	2.40781941068924	0.181542920401968	0.250276111638924
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	0.954202896944016	2.89427053666028	1.15546730463573	3.80367168844611	1.86784281048349	4.04469824415749	2.81527553690162	0.46825084401481
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	0.306922041485484	2.41991024606042	1.44166118490928	2.86914874566407	0.974334709042683	3.12103170133844	3.33834664430478	0.632110786476946
"0bc554d7aaa03639090507fee7831514"	2.21295137157188	3.16428108670757	1.80760247015481	2.41516617748862	2.30598879382669	3.21630031107807	2.05915451958344	3.28442881875424	3.42576471811312	3.31175107900926	2.06818264753105	2.6912276928369
"0c01cbdfdfcabd0bcedc676f6c9d08d1"	2.31127869389878	0.363993597142208	2.59328635310839	0	1.97409908141457	0.181967327395462	3.84526251888612	1.7806973422252	4.32027038609058	0.485899123826105	0	0.690809450196351
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	2.72641890130448	1.96417596019628	2.15190951152516	2.2202325420448	2.07902212487946	2.53304173934028	1.25489255771807	0.90975049301428
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.97351094856539	4.62743106381884	2.55732831401862	4.90580020334155	3.24587539389929	4.78534668545737	4.23815103906732	3.19476647614638
"0c68649e567b8069a4e74d232b8bf5ea"	2.26263095094754	2.51681543945394	2.50057533561373	2.04712945888757	1.59431919846904	2.53701471632522	2.994138303859	4.77111510806549	2.91719597234695	4.43886545230952	5.1708494282593	2.32791837835856
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	1.28723995726447	2.33326808715117	2.68047361057903	3.57761629873079	3.33173676275641	3.69087861900131	2.92270544192264	1.57303034495391
"0c8a4e5e6583e8f749e0fc431bc19e9b"	1.93277806493398	2.64959240544088	1.53894402155102	1.73670685612455	1.38512493375007	2.33708045658344	2.48184779603811	3.05708818015412	3.67696065871702	3.78306073344924	3.20393654627675	1.55496709039051
"0cc5c86249ec081e574cccf28c21ad70"	2.67170843313975	4.17577376979872	2.41397663539353	3.7276252949178	2.71930825736773	4.76177278597225	3.83179565570932	5.9492051736993	4.56060854101677	5.54995655320034	4.70759047441106	3.99019272322766
"0ccd6ae37ee2caebd21b05bdc79a677d"	3.82132962180039	4.60652481805963	3.97046633230255	4.95933270141986	3.32538038585653	4.45193467892912	1.55595211099544	3.48371084987607	2.42934390336986	3.19709432088645	1.33530181097794	0.431991485478171
"0cd52318943a4637efa5e3e02936878c"	3.87769198223243	6.81459634808171	3.93365386245422	6.84880592000398	3.96568603976273	6.65715229470777	2.19814217863476	3.70761923596994	2.94920621005166	4.07733662733257	2.84208587464896	1.5957867205886
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	1.40449153369637	2.97214962597448	1.51858060386695	2.57420294907555	1.29409546126065	2.941721870114	2.56237126538083	3.94598918073768	3.10585658986423	3.85913232417213	3.47690265584567	1.53179647971704
"0ce4a8bb4c43849083fda1f51b3cd7f9"	2.80740371077163	4.11878559845435	3.311408696976	4.28506836000701	2.7245568798467	3.98862305548891	4.5809173082002	5.66900202997063	4.41919489442727	5.29708251443189	4.76410459977866	3.59822365336303
