"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022	1.68168564112163	2.26908373709142	1.43375220957934	2.52344956918842	0.224563342932916
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009	2.41044627595035	4.39046396887634	2.61136635492643	4.22723702867738	1.43338684614376
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405	6.07164680196743	6.68845390703444	6.72209380526998	6.4599296809764	5.9789204579702
"00b08f570ae6322b03af00df9230f86d"	1.53897469748732	1.44922852921162	1.60880679783936	0.799328399067572	1.65444950378834	1.26426602430395	1.43375220957934	0	1.39551373181746	0	0.104496942886173
"00c4a692e67b1c93a289ffcae447cfcf"	2.23639398076231	3.79093669592108	2.73348748462049	3.70267402464347	2.46439271363719	3.22902191762921	2.46685568744965	3.84452718098621	2.30394049757037	3.72723399682425	1.65577853313254
"00c6a28930e3eafc29b6cf8827820e4c"	2.43759881037155	1.35225309917164	2.78966344794583	1.85466816308165	2.34182951349234	2.15550655621886	1.59974961204351	0.986556072092665	1.85080010787124	0.777746790571071	1.09310669373849
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"00d413ed2e7ee7dd251ede7c7ed3ff78"	2.74681991513478	3.31320082863685	3.01366054730734	3.32357408928607	2.59291121685909	3.63237746007748	2.26745520101031	3.1997060532766	2.51965712991083	3.1483637428222	1.03864145308687
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	2.39809580623023	2.16735231805561	1.90309334734567	2.31703537034688	2.58108325276275	3.04331294945463	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"01524ceb0052552ad3c425bf777b0b3a"	2.27331139931368	3.60340780673036	1.88303460304706	3.53850158823924	1.6357723932532	3.22571206696164	2.86350289009041	3.83726411377998	2.85719683871086	3.59083588199424	2.16635016339032
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e7154d4b5f3188595e288aeab7f7a0"	3.30085761131274	5.03129264098288	2.72165016755624	5.2290410531095	2.75649903718457	4.22813743524098	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296
