"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	2.80659592875046	0	2.15954636280891	0.27775975870613	0	0	0	0.535393350509669	0.69669288710644
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"023ba7a7b10d718c663d5207c4f61f07"	1.92876384489262	1.74954449106753	0.374990092938378	1.62490606139764	1.79255032308735	2.59668554848636	1.92019958996173	1.68168564112163	1.56373737046274	0.580426310495826	1.74410865575205
"026e9b4b119e8cabb3eedd41465c0b04"	0.71528140130383	0.32755617786707	1.54191210713624	0.35155435607742	0.809584422152714	1.53467471027946	0.975419647444183	0.104496942886173	1.37979931389288	0	0.273623715200741
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"027ee5073ec17a7192c3036f2b817f18"	1.99892900811384	2.4975698478136	2.26096787794353	3.0152112703708	2.18534726383398	3.04788383704626	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382
"03301869149c66370d4f5cfd7c5c79f7"	1.01251104283798	3.05975375479947	0.763544132531055	3.22877027297184	0.831833327082896	2.48801888508895	1.37184852058817	2.89705868382261	1.37583181910898	2.99539981829687	0.648509582540956
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"039c7e0354d3997945bfb6b56867ef87"	1.92064909508862	3.89737469943057	2.58427376491043	4.27468845307051	2.07141023261498	3.94471732612635	2.50047614701169	4.50594167554301	3.04154238271945	4.14612504458098	1.88259662967757
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042e4f8f55c4d2dc78a925fa1fe5b112"	1.45926504394806	2.13194990382348	0	0.386505165653359	1.40287661248893	2.34692833663344	1.51305916191139	0.458836508403796	1.14425337270122	0.672891410610139	2.17889403931808
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976	2.24103133966858	3.38910860596477	1.70769501850996	3.52260359382834	2.27879964880197
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	1.61510502398013	1.5735719498074	1.49557916666987	1.86568999706804	0.951401472186501
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	3.73636095283034	5.67747414549851	4.05710918365391	6.20985313146359	3.37413144830608
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	3.48931295216903	0.200888404404798	3.28770552359325	0	2.40077155946473
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0	0.35155435607742	0.554714654119703	0.802056740901611	0.457112185546232	0.574626084813797	0.91426767651004	0.706465509064177	0.411309200334024
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307
"05c91f47ed9f3d030a1ff1f59465f00c"	1.7046057184674	2.56737825146268	1.59799954300047	1.63152107458765	0.638217281734812	2.84062154135723	0.875678715306986	2.36223945602633	1.84849260746597	2.96259815146681	0.807878453209858
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	1.86080656146726	4.22072120388275	2.43374457486098	4.49616258334184	1.77658356213583
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	4.71201892230379	0.160194655609821	4.57675728148874	0	3.92987303560442
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607	2.77799541056612	4.32425523069839	2.78205643230661	4.24687817040533	2.2014720624017
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	3.01565685419787	2.9536115193437	3.39440369004356	3.0024584023484	1.12910528224873
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	4.805648179248	3.0549799478131	5.64635331357929	3.63663475992066	3.30669825952829
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543
"07ab66989a508e3777a908855686e414"	2.41995986754543	3.74642180118653	0.929578457721076	3.74283591661911	1.98818580649548	3.79834441251061	0.397309272850899	0.888704095634175	0.199100008032773	0.606503735874923	0.28552174061444
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	2.39940034014406	0.0522484714430866	2.02938956145579	0.105956360485696	1.85691234835962
"07c4d0f20a81938b97f1deefd4690bd8"	1.42338227262168	2.64569432736696	1.82295253404026	2.72496932870087	1.50518966686339	2.76396300245189	3.09851085889657	3.26189393416216	2.64227671326264	3.20354839770938	0.993062125398682
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"081419daef27076e9e23740f0f3d0cfa"	2.04638167537039	4.1528663275344	3.37139996025716	4.16625923273704	2.12030962925673	3.88636803898372	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0833115e4467b0ceb8783aab127ff52b"	3.80324113248556	4.17127297936928	4.31828972549291	4.17464798975142	4.36735413051454	5.61301623516721	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188
"0834e59536ad310cbadacdf155bdda3b"	1.21168498883276	3.22810264652695	0.88885170132824	3.20854500523836	1.27014024804846	2.75542819402385	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.40938187518518	5.25207091015907	6.42452227497807	4.39122088769302	7.25763275751079	6.90737917026212	7.27854964034959	4.18567568455165	6.89826878414041	4.03062888467809	5.18908612484189
"084de90dee50689f7517a25348a908b6"	1.06614522486393	1.77841955355073	3.22609708866851	3.52371004460702	1.88368225160767	2.65521431402133	2.52344956918842	3.14294568896662	2.74847173144739	3.03777745567518	1.69910017272582
"087615d55895b273be3ec65195fa1639"	4.51770064587595	5.57202340007162	4.84295221408123	6.11755226545158	4.54634476463935	6.05396237572949	4.07945167838589	4.92083020012909	4.48664130225617	5.46330427607617	2.91513070974945
"08ffb091e6fb80698e54de15a34c082d"	4.14091036544509	5.12070974966051	4.34005219248667	5.35606852273708	3.86339388529043	4.65672641630496	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"090545e39b003a74981d7d9c506623af"	2.50105741744906	1.10147263993577	2.83796682636022	1.17849545040471	2.79206086266448	3.44555574301722	0.237055923894006	0.132451810084945	0.342976750614841	0	0.186120996439832
"09092441bfed8bc0bf33e10aed6db4b6"	2.23880134986008	2.86120605681177	2.17068682223059	3.16264826764282	1.84147695083524	2.57878679894041	1.1835610955773	1.57030449147074	1.49909969521682	1.23976919965097	0.331746803613881
"091b05420d1d03c04bff4485b8b1cb93"	2.20700767748544	3.3398312454085	1.96955217512968	3.56508162203206	1.80924781934224	2.95046421199268	1.64591949297112	3.19391471223492	1.7685631699357	3.27388054339267	0.478532157737582
"096c8afcca0cf3953b7deb7a22aa2c64"	0.986351108681108	3.38218957219985	1.33358480197079	3.63679591815514	1.6836130334731	3.30555710595978	2.81101146774918	4.54270014605254	2.67987265234074	4.41077231066342	2.86232425554565
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.89366161907302	2.94214458451838	2.90390178462899	2.59500216821101	3.39500896083919	3.2952833111105	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	3.98359786338398	0.831833327082896	3.34578597033604	0.611150481755214	3.81963895233631	2.39415565276387	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"0989c13d0c860d464a6d08c86ae36452"	1.53145498263257	2.86304705419372	1.88983845177566	3.36629881542284	1.67196837185278	2.51101179489183	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215
"09947d9e52474a7c0a88c03dd1c4cdc5"	3.77889925542037	1.68604907755594	3.46433764444198	2.5477913822957	4.10599465228621	4.75525635400987	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973
"09b2d834bd6ac6da3f312992a5ada13a"	2.96750317001427	4.88213011195017	3.18197665776578	5.23078883031315	3.10524490036125	5.14430152432935	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	4.69672645595392	4.45782684026403	3.63504846882663	4.15475383536248	4.0370482506394	4.2516888228516	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	3.77131932892532	0.819680650204598	3.00860863916124	0.56034111820118	3.436022754476	1.6950128938673	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.22960544843089	4.50388935170343	2.43522311133713	4.4587917109969	2.48131672890483	3.51183071441055	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"09d91bd09f3acddc13ab643e76870fa7"	3.51221476701973	0.802056740901611	3.56555830198606	0.386505165653359	3.01696539681062	1.32536638079492	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378
"09da4c4cd10311000e3aa404f8f9d09d"	4.82133147393577	5.43876059418698	5.3430208678648	5.3139180210462	5.0977046538493	5.09005551883672	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396
"09fcb9ad80345395a0bea7730d6fe7e8"	2.26328047085309	2.86044075750566	3.1836355071332	2.74713184370829	2.77315259414019	3.3551294582103	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498
"0a133b520b03346a629160a1e02b66b7"	7.99541853954162	1.31184313775452	6.21671273212612	0.315337608319727	9.29555672691893	0.698661946247969	8.43773177715894	0.951401472186501	7.59268168538307	0.993062125398682	8.0460172426324
"0a179124b7265fd051af45cf7bbb5a2e"	2.31914167326172	3.92013267300253	2.56608432852276	4.4980133022713	2.43483348792891	3.77889925542037	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
